state,date,division,index
Negeri Sembilan,2024/11/1,4,127.8
Negeri Sembilan,2024/12/1,4,127.8
Negeri Sembilan,2025/1/1,4,127.8
Negeri Sembilan,2025/2/1,4,127.9
Negeri Sembilan,2025/3/1,4,127.9
Negeri Sembilan,2025/4/1,4,127.9
Negeri Sembilan,2025/5/1,4,127.9
Negeri Sembilan,2025/6/1,4,127.9
Negeri Sembilan,2025/7/1,4,127.2
Negeri Sembilan,2025/8/1,4,127.9
Negeri Sembilan,2025/9/1,4,128.4
Negeri Sembilan,2025/10/1,4,127.5
Negeri Sembilan,2025/11/1,4,127.3
Negeri Sembilan,2025/12/1,4,127.7
Negeri Sembilan,2026/1/1,4,128.1
Negeri Sembilan,2026/2/1,4,129.4
Negeri Sembilan,2026/3/1,4,129.5
Pahang,2010/1/1,4,99.5
Pahang,2010/2/1,4,99.6
Pahang,2010/3/1,4,99.6
Pahang,2010/4/1,4,99.6
Pahang,2010/5/1,4,100
Pahang,2010/6/1,4,100
Pahang,2010/7/1,4,100.1
Pahang,2010/8/1,4,100.3
Pahang,2010/9/1,4,100.3
Pahang,2010/10/1,4,100.3
Pahang,2010/11/1,4,100.3
Pahang,2010/12/1,4,100.4
Pahang,2011/1/1,4,100.4
Pahang,2011/2/1,4,100.8
Pahang,2011/3/1,4,100.8
Pahang,2011/4/1,4,100.8
Pahang,2011/5/1,4,101.2
Pahang,2011/6/1,4,101.5
Pahang,2011/7/1,4,101.5
Pahang,2011/8/1,4,102
Pahang,2011/9/1,4,102
Pahang,2011/10/1,4,102
Pahang,2011/11/1,4,101.9
Pahang,2011/12/1,4,101.9
Pahang,2012/1/1,4,101.9
Pahang,2012/2/1,4,102.2
Pahang,2012/3/1,4,102.2
Pahang,2012/4/1,4,102.2
Pahang,2012/5/1,4,102.7
Pahang,2012/6/1,4,102.7
Pahang,2012/7/1,4,102.8
Pahang,2012/8/1,4,103.2
Pahang,2012/9/1,4,103.2
Pahang,2012/10/1,4,103.2
Pahang,2012/11/1,4,103.8
Pahang,2012/12/1,4,103.8
Pahang,2013/1/1,4,103.8
Pahang,2013/2/1,4,104.3
Pahang,2013/3/1,4,104.3
Pahang,2013/4/1,4,104.3
Pahang,2013/5/1,4,104.6
Pahang,2013/6/1,4,104.6
Pahang,2013/7/1,4,104.6
Pahang,2013/8/1,4,105.1
Pahang,2013/9/1,4,105.1
Pahang,2013/10/1,4,105.1
Pahang,2013/11/1,4,105.6
Pahang,2013/12/1,4,105.6
Pahang,2014/1/1,4,106.4
Pahang,2014/2/1,4,107
Pahang,2014/3/1,4,107.2
Pahang,2014/4/1,4,107.2
Pahang,2014/5/1,4,107.4
Pahang,2014/6/1,4,107.4
Pahang,2014/7/1,4,107.4
Pahang,2014/8/1,4,107.9
Pahang,2014/9/1,4,107.9
Pahang,2014/10/1,4,108
Pahang,2014/11/1,4,108.5
Pahang,2014/12/1,4,108.5
Pahang,2015/1/1,4,108.5
Pahang,2015/2/1,4,109.1
Pahang,2015/3/1,4,108.6
Pahang,2015/4/1,4,108.9
Pahang,2015/5/1,4,109.3
Pahang,2015/6/1,4,109.3
Pahang,2015/7/1,4,109.3
Pahang,2015/8/1,4,110
Pahang,2015/9/1,4,110
Pahang,2015/10/1,4,110
Pahang,2015/11/1,4,111
Pahang,2015/12/1,4,111.1
Pahang,2016/1/1,4,111.3
Pahang,2016/2/1,4,111.6
Pahang,2016/3/1,4,111.6
Pahang,2016/4/1,4,111.6
Pahang,2016/5/1,4,112.2
Pahang,2016/6/1,4,112.2
Pahang,2016/7/1,4,112.2
Pahang,2016/8/1,4,113
Pahang,2016/9/1,4,113
Pahang,2016/10/1,4,113
Pahang,2016/11/1,4,113.7
Pahang,2016/12/1,4,113.7
Pahang,2017/1/1,4,113.7
Pahang,2017/2/1,4,114.2
Pahang,2017/3/1,4,114.2
Pahang,2017/4/1,4,114.2
Pahang,2017/5/1,4,114.3
Pahang,2017/6/1,4,114.3
Pahang,2017/7/1,4,114.3
Pahang,2017/8/1,4,114.5
Pahang,2017/9/1,4,114.5
Pahang,2017/10/1,4,114.5
Pahang,2017/11/1,4,114.8
Pahang,2017/12/1,4,114.8
Pahang,2018/1/1,4,114.8
Pahang,2018/2/1,4,115.2
Pahang,2018/3/1,4,115.2
Pahang,2018/4/1,4,115.2
Pahang,2018/5/1,4,115.5
Pahang,2018/6/1,4,114.8
Pahang,2018/7/1,4,115.5
Pahang,2018/8/1,4,115.7
Pahang,2018/9/1,4,116
Pahang,2018/10/1,4,116
Pahang,2018/11/1,4,116.2
Pahang,2018/12/1,4,116.3
Pahang,2019/1/1,4,116.3
Pahang,2019/2/1,4,116.8
Pahang,2019/3/1,4,116.8
Pahang,2019/4/1,4,116.8
Pahang,2019/5/1,4,117.2
Pahang,2019/6/1,4,117.2
Pahang,2019/7/1,4,117.3
Pahang,2019/8/1,4,117.4
Pahang,2019/9/1,4,117.4
Pahang,2019/10/1,4,117.4
Pahang,2019/11/1,4,117.7
Pahang,2019/12/1,4,117.7
Pahang,2020/1/1,4,117.7
Pahang,2020/2/1,4,118.4
Pahang,2020/3/1,4,118.4
Pahang,2020/4/1,4,111.9
Pahang,2020/5/1,4,111.9
Pahang,2020/6/1,4,111.9
Pahang,2020/7/1,4,111.9
Pahang,2020/8/1,4,112.2
Pahang,2020/9/1,4,112.2
Pahang,2020/10/1,4,112.2
Pahang,2020/11/1,4,112.4
Pahang,2020/12/1,4,112.4
Pahang,2021/1/1,4,117.5
Pahang,2021/2/1,4,117.6
Pahang,2021/3/1,4,117.6
Pahang,2021/4/1,4,117.6
Pahang,2021/5/1,4,117.8
Pahang,2021/6/1,4,117.8
Pahang,2021/7/1,4,113.2
Pahang,2021/8/1,4,113.2
Pahang,2021/9/1,4,113.2
Pahang,2021/10/1,4,117.7
Pahang,2021/11/1,4,117.9
Pahang,2021/12/1,4,117.9
Pahang,2022/1/1,4,118
Pahang,2022/2/1,4,118.2
Pahang,2022/3/1,4,118.2
Pahang,2022/4/1,4,118.2
Pahang,2022/5/1,4,118.5
Pahang,2022/6/1,4,118.6
Pahang,2022/7/1,4,118.6
Pahang,2022/8/1,4,119.1
Pahang,2022/9/1,4,119.1
Pahang,2022/10/1,4,119.1
Pahang,2022/11/1,4,119.4
Pahang,2022/12/1,4,119.4
Pahang,2023/1/1,4,119.4
Pahang,2023/2/1,4,119.7
Pahang,2023/3/1,4,119.7
Pahang,2023/4/1,4,119.7
Pahang,2023/5/1,4,120
Pahang,2023/6/1,4,120
Pahang,2023/7/1,4,120
Pahang,2023/8/1,4,120
Pahang,2023/9/1,4,120
Pahang,2023/10/1,4,120
Pahang,2023/11/1,4,120.4
Pahang,2023/12/1,4,120.4
Pahang,2024/1/1,4,121.5
Pahang,2024/2/1,4,127.4
Pahang,2024/3/1,4,127.5
Pahang,2024/4/1,4,127.5
Pahang,2024/5/1,4,129.1
Pahang,2024/6/1,4,129.1
Pahang,2024/7/1,4,129.1
Pahang,2024/8/1,4,129.4
Pahang,2024/9/1,4,129.4
Pahang,2024/10/1,4,129.4
Pahang,2024/11/1,4,129.4
Pahang,2024/12/1,4,129.4
Pahang,2025/1/1,4,129.4
Pahang,2025/2/1,4,129.5
Pahang,2025/3/1,4,129.5
Pahang,2025/4/1,4,129.5
Pahang,2025/5/1,4,129.5
Pahang,2025/6/1,4,129.6
Pahang,2025/7/1,4,128.9
Pahang,2025/8/1,4,130.8
Pahang,2025/9/1,4,130.8
Pahang,2025/10/1,4,129.9
Pahang,2025/11/1,4,129.5
Pahang,2025/12/1,4,130
Pahang,2026/1/1,4,130.5
Pahang,2026/2/1,4,132.5
Pahang,2026/3/1,4,132.6
Perak,2010/1/1,4,99
Perak,2010/2/1,4,99.5
Perak,2010/3/1,4,99.5
Perak,2010/4/1,4,99.5
Perak,2010/5/1,4,99.9
Perak,2010/6/1,4,99.9
Perak,2010/7/1,4,99.9
Perak,2010/8/1,4,100.5
Perak,2010/9/1,4,100.5
Perak,2010/10/1,4,100.5
Perak,2010/11/1,4,100.8
Perak,2010/12/1,4,100.8
Perak,2011/1/1,4,100.8
Perak,2011/2/1,4,101.1
Perak,2011/3/1,4,101.2
Perak,2011/4/1,4,101.2
Perak,2011/5/1,4,101.5
Perak,2011/6/1,4,101.8
Perak,2011/7/1,4,101.8
Perak,2011/8/1,4,102.1
Perak,2011/9/1,4,102.1
Perak,2011/10/1,4,102.1
Perak,2011/11/1,4,102.4
Perak,2011/12/1,4,102.4
Perak,2012/1/1,4,102.4
Perak,2012/2/1,4,102.8
Perak,2012/3/1,4,102.8
Perak,2012/4/1,4,102.8
Perak,2012/5/1,4,103.2
Perak,2012/6/1,4,103.2
Perak,2012/7/1,4,103.2
Perak,2012/8/1,4,103.6
Perak,2012/9/1,4,103.6
Perak,2012/10/1,4,103.6
Perak,2012/11/1,4,103.9
Perak,2012/12/1,4,103.9
Perak,2013/1/1,4,103.9
Perak,2013/2/1,4,104.6
Perak,2013/3/1,4,104.6
Perak,2013/4/1,4,104.6
Perak,2013/5/1,4,104.9
Perak,2013/6/1,4,104.9
Perak,2013/7/1,4,104.9
Perak,2013/8/1,4,105.5
Perak,2013/9/1,4,105.5
Perak,2013/10/1,4,105.5
Perak,2013/11/1,4,106
Perak,2013/12/1,4,106
Perak,2014/1/1,4,107
Perak,2014/2/1,4,107.8
Perak,2014/3/1,4,107.8
Perak,2014/4/1,4,107.8
Perak,2014/5/1,4,108
Perak,2014/6/1,4,108.1
Perak,2014/7/1,4,108.1
Perak,2014/8/1,4,108.7
Perak,2014/9/1,4,108.7
Perak,2014/10/1,4,108.7
Perak,2014/11/1,4,109
Perak,2014/12/1,4,109
Perak,2015/1/1,4,109.1
Perak,2015/2/1,4,109.9
Perak,2015/3/1,4,109.3
Perak,2015/4/1,4,109.6
Perak,2015/5/1,4,110.1
Perak,2015/6/1,4,110.2
Perak,2015/7/1,4,110.2
Perak,2015/8/1,4,110.5
Perak,2015/9/1,4,110.5
Perak,2015/10/1,4,110.5
Perak,2015/11/1,4,110.8
Perak,2015/12/1,4,110.8
Perak,2016/1/1,4,111.1
Perak,2016/2/1,4,111.4
Perak,2016/3/1,4,111.5
Perak,2016/4/1,4,111.5
Perak,2016/5/1,4,111.5
Perak,2016/6/1,4,111.5
Perak,2016/7/1,4,111.5
Perak,2016/8/1,4,111.7
Perak,2016/9/1,4,111.7
Perak,2016/10/1,4,111.7
Perak,2016/11/1,4,112
Perak,2016/12/1,4,112
Perak,2017/1/1,4,112
Perak,2017/2/1,4,112.5
Perak,2017/3/1,4,112.5
Perak,2017/4/1,4,112.5
Perak,2017/5/1,4,112.6
Perak,2017/6/1,4,112.6
Perak,2017/7/1,4,112.6
Perak,2017/8/1,4,112.7
Perak,2017/9/1,4,112.7
Perak,2017/10/1,4,112.8
Perak,2017/11/1,4,112.8
Perak,2017/12/1,4,112.8
Perak,2018/1/1,4,112.8
Perak,2018/2/1,4,112.9
Perak,2018/3/1,4,112.9
Perak,2018/4/1,4,112.9
Perak,2018/5/1,4,113.7
Perak,2018/6/1,4,112.9
Perak,2018/7/1,4,113.6
Perak,2018/8/1,4,113.7
Perak,2018/9/1,4,114
Perak,2018/10/1,4,114
Perak,2018/11/1,4,114.1
Perak,2018/12/1,4,114.1
Perak,2019/1/1,4,114.1
Perak,2019/2/1,4,114.5
Perak,2019/3/1,4,114.5
Perak,2019/4/1,4,114.6
Perak,2019/5/1,4,114.9
Perak,2019/6/1,4,114.9
Perak,2019/7/1,4,114.9
Perak,2019/8/1,4,115
Perak,2019/9/1,4,115
Perak,2019/10/1,4,115
Perak,2019/11/1,4,115.2
Perak,2019/12/1,4,115.2
Perak,2020/1/1,4,115.2
Perak,2020/2/1,4,115.9
Perak,2020/3/1,4,115.9
Perak,2020/4/1,4,109.4
Perak,2020/5/1,4,109.2
Perak,2020/6/1,4,109.2
Perak,2020/7/1,4,109.2
Perak,2020/8/1,4,109.3
Perak,2020/9/1,4,109.3
Perak,2020/10/1,4,109.3
Perak,2020/11/1,4,109.3
Perak,2020/12/1,4,109.3
Perak,2021/1/1,4,114.4
Perak,2021/2/1,4,114.5
Perak,2021/3/1,4,114.5
Perak,2021/4/1,4,114.5
Perak,2021/5/1,4,114.6
Perak,2021/6/1,4,114.6
Perak,2021/7/1,4,110.1
Perak,2021/8/1,4,110.1
Perak,2021/9/1,4,110.1
Perak,2021/10/1,4,114.9
Perak,2021/11/1,4,115.3
Perak,2021/12/1,4,115.3
Perak,2022/1/1,4,115.5
Perak,2022/2/1,4,115.6
Perak,2022/3/1,4,115.6
Perak,2022/4/1,4,115.6
Perak,2022/5/1,4,115.8
Perak,2022/6/1,4,115.9
Perak,2022/7/1,4,115.9
Perak,2022/8/1,4,116.1
Perak,2022/9/1,4,116.1
Perak,2022/10/1,4,116
Perak,2022/11/1,4,116.3
Perak,2022/12/1,4,116.3
Perak,2023/1/1,4,116.3
Perak,2023/2/1,4,117.1
Perak,2023/3/1,4,117.1
Perak,2023/4/1,4,117.1
Perak,2023/5/1,4,117.3
Perak,2023/6/1,4,117.3
Perak,2023/7/1,4,117.3
Perak,2023/8/1,4,118.5
Perak,2023/9/1,4,118.5
Perak,2023/10/1,4,118.5
Perak,2023/11/1,4,118.8
Perak,2023/12/1,4,118.8
Perak,2024/1/1,4,119.1
Perak,2024/2/1,4,119.4
Perak,2024/3/1,4,119.4
Perak,2024/4/1,4,119.5
Perak,2024/5/1,4,120.3
Perak,2024/6/1,4,120.3
Perak,2024/7/1,4,120.3
Perak,2024/8/1,4,120.7
Perak,2024/9/1,4,120.8
Perak,2024/10/1,4,120.8
Perak,2024/11/1,4,121
Perak,2024/12/1,4,121
Perak,2025/1/1,4,121
Perak,2025/2/1,4,121.5
Perak,2025/3/1,4,121.5
Perak,2025/4/1,4,121.5
Perak,2025/5/1,4,121.7
Perak,2025/6/1,4,121.7
Perak,2025/7/1,4,120.9
Perak,2025/8/1,4,120.8
Perak,2025/9/1,4,120.9
Perak,2025/10/1,4,120
Perak,2025/11/1,4,119.6
Perak,2025/12/1,4,120.1
Perak,2026/1/1,4,120.4
Perak,2026/2/1,4,120.9
Perak,2026/3/1,4,121
Perlis,2010/1/1,4,97.5
Perlis,2010/2/1,4,97.6
Perlis,2010/3/1,4,97.6
Perlis,2010/4/1,4,97.6
Perlis,2010/5/1,4,99.4
Perlis,2010/6/1,4,99.4
Perlis,2010/7/1,4,99.4
Perlis,2010/8/1,4,102.2
Perlis,2010/9/1,4,102.2
Perlis,2010/10/1,4,102.2
Perlis,2010/11/1,4,102.4
Perlis,2010/12/1,4,102.5
Perlis,2011/1/1,4,102.5
Perlis,2011/2/1,4,102.7
Perlis,2011/3/1,4,104.3
Perlis,2011/4/1,4,104.3
Perlis,2011/5/1,4,97.6
Perlis,2011/6/1,4,97.8
Perlis,2011/7/1,4,97.8
Perlis,2011/8/1,4,98.1
Perlis,2011/9/1,4,98.1
Perlis,2011/10/1,4,98.1
Perlis,2011/11/1,4,98.6
Perlis,2011/12/1,4,98.5
Perlis,2012/1/1,4,98.6
Perlis,2012/2/1,4,103.2
Perlis,2012/3/1,4,103.2
Perlis,2012/4/1,4,103.2
Perlis,2012/5/1,4,103.7
Perlis,2012/6/1,4,103.7
Perlis,2012/7/1,4,103.7
Perlis,2012/8/1,4,104.1
Perlis,2012/9/1,4,104.1
Perlis,2012/10/1,4,104.2
Perlis,2012/11/1,4,104.9
Perlis,2012/12/1,4,104.9
Perlis,2013/1/1,4,104.9
Perlis,2013/2/1,4,105
Perlis,2013/3/1,4,105
Perlis,2013/4/1,4,105
Perlis,2013/5/1,4,105.3
Perlis,2013/6/1,4,105.3
Perlis,2013/7/1,4,105.3
Perlis,2013/8/1,4,108.1
Perlis,2013/9/1,4,108.1
Perlis,2013/10/1,4,108.1
Perlis,2013/11/1,4,108.2
Perlis,2013/12/1,4,108.3
Perlis,2014/1/1,4,108.8
Perlis,2014/2/1,4,107.5
Perlis,2014/3/1,4,107.5
Perlis,2014/4/1,4,107.5
Perlis,2014/5/1,4,108.1
Perlis,2014/6/1,4,108.1
Perlis,2014/7/1,4,108.1
Perlis,2014/8/1,4,108.1
Perlis,2014/9/1,4,108.1
Perlis,2014/10/1,4,108.1
Perlis,2014/11/1,4,108.4
Perlis,2014/12/1,4,107.9
Perlis,2015/1/1,4,107.9
Perlis,2015/2/1,4,108.9
Perlis,2015/3/1,4,108.6
Perlis,2015/4/1,4,108.9
Perlis,2015/5/1,4,109.5
Perlis,2015/6/1,4,109.5
Perlis,2015/7/1,4,109.6
Perlis,2015/8/1,4,109.7
Perlis,2015/9/1,4,109.8
Perlis,2015/10/1,4,109.8
Perlis,2015/11/1,4,110.3
Perlis,2015/12/1,4,110.2
Perlis,2016/1/1,4,110.5
Perlis,2016/2/1,4,110.6
Perlis,2016/3/1,4,110.6
Perlis,2016/4/1,4,110.6
Perlis,2016/5/1,4,110.9
Perlis,2016/6/1,4,110.9
Perlis,2016/7/1,4,110.9
Perlis,2016/8/1,4,111.1
Perlis,2016/9/1,4,111.2
Perlis,2016/10/1,4,111.2
Perlis,2016/11/1,4,111.2
Perlis,2016/12/1,4,111.3
Perlis,2017/1/1,4,111.3
Perlis,2017/2/1,4,111.8
Perlis,2017/3/1,4,111.8
Perlis,2017/4/1,4,111.8
Perlis,2017/5/1,4,111.8
Perlis,2017/6/1,4,111.9
Perlis,2017/7/1,4,111.9
Perlis,2017/8/1,4,111.9
Perlis,2017/9/1,4,111.9
Perlis,2017/10/1,4,112
Perlis,2017/11/1,4,112.4
Perlis,2017/12/1,4,112.4
Perlis,2018/1/1,4,112.4
Perlis,2018/2/1,4,112.6
Perlis,2018/3/1,4,112.6
Perlis,2018/4/1,4,112.6
Perlis,2018/5/1,4,112.9
Perlis,2018/6/1,4,112.1
Perlis,2018/7/1,4,112.8
Perlis,2018/8/1,4,113
Perlis,2018/9/1,4,113.2
Perlis,2018/10/1,4,113.3
Perlis,2018/11/1,4,113.5
Perlis,2018/12/1,4,113.5
Perlis,2019/1/1,4,113.5
Perlis,2019/2/1,4,113.8
Perlis,2019/3/1,4,113.8
Perlis,2019/4/1,4,113.8
Perlis,2019/5/1,4,114
Perlis,2019/6/1,4,114
Perlis,2019/7/1,4,114
Perlis,2019/8/1,4,114.1
Perlis,2019/9/1,4,114.1
Perlis,2019/10/1,4,114.1
Perlis,2019/11/1,4,114.1
Perlis,2019/12/1,4,114.1
Perlis,2020/1/1,4,114.1
Perlis,2020/2/1,4,114.1
Perlis,2020/3/1,4,114.1
Perlis,2020/4/1,4,108.1
Perlis,2020/5/1,4,108.1
Perlis,2020/6/1,4,108.1
Perlis,2020/7/1,4,108.1
Perlis,2020/8/1,4,108.1
Perlis,2020/9/1,4,108.1
Perlis,2020/10/1,4,108.1
Perlis,2020/11/1,4,108.1
Perlis,2020/12/1,4,108.1
Perlis,2021/1/1,4,112.9
Perlis,2021/2/1,4,112.9
Perlis,2021/3/1,4,113.1
Perlis,2021/4/1,4,113.2
Perlis,2021/5/1,4,113.3
Perlis,2021/6/1,4,113.3
Perlis,2021/7/1,4,109
Perlis,2021/8/1,4,109
Perlis,2021/9/1,4,109
Perlis,2021/10/1,4,113.3
Perlis,2021/11/1,4,113.4
Perlis,2021/12/1,4,113.6
Perlis,2022/1/1,4,113.6
Perlis,2022/2/1,4,114.5
Perlis,2022/3/1,4,114.5
Perlis,2022/4/1,4,114.6
Perlis,2022/5/1,4,114.9
Perlis,2022/6/1,4,114.9
Perlis,2022/7/1,4,114.9
Perlis,2022/8/1,4,115.2
Perlis,2022/9/1,4,115.2
Perlis,2022/10/1,4,115.2
Perlis,2022/11/1,4,115.3
Perlis,2022/12/1,4,115.3
Perlis,2023/1/1,4,115.5
Perlis,2023/2/1,4,115.7
Perlis,2023/3/1,4,115.7
Perlis,2023/4/1,4,115.7
Perlis,2023/5/1,4,115.9
Perlis,2023/6/1,4,115.9
Perlis,2023/7/1,4,115.9
Perlis,2023/8/1,4,116.1
Perlis,2023/9/1,4,116.1
Perlis,2023/10/1,4,116.1
Perlis,2023/11/1,4,116.1
Perlis,2023/12/1,4,116.1
Perlis,2024/1/1,4,117.2
Perlis,2024/2/1,4,119.8
Perlis,2024/3/1,4,119.8
Perlis,2024/4/1,4,119.8
Perlis,2024/5/1,4,119.9
Perlis,2024/6/1,4,119.9
Perlis,2024/7/1,4,119.9
Perlis,2024/8/1,4,120.1
Perlis,2024/9/1,4,120.1
Perlis,2024/10/1,4,120.1
Perlis,2024/11/1,4,119.8
Perlis,2024/12/1,4,119.8
Perlis,2025/1/1,4,119.8
Perlis,2025/2/1,4,120.5
Perlis,2025/3/1,4,120.5
Perlis,2025/4/1,4,120.5
Perlis,2025/5/1,4,121.1
Perlis,2025/6/1,4,121.1
Perlis,2025/7/1,4,120.2
Perlis,2025/8/1,4,120.5
Perlis,2025/9/1,4,122
Perlis,2025/10/1,4,120.9
Perlis,2025/11/1,4,120.5
Perlis,2025/12/1,4,121
Perlis,2026/1/1,4,121.6
Perlis,2026/2/1,4,122
Perlis,2026/3/1,4,122.2
Pulau Pinang,2010/1/1,4,99.9
Pulau Pinang,2010/2/1,4,99.8
Pulau Pinang,2010/3/1,4,99.8
Pulau Pinang,2010/4/1,4,99.8
Pulau Pinang,2010/5/1,4,99.9
Pulau Pinang,2010/6/1,4,99.9
Pulau Pinang,2010/7/1,4,100
Pulau Pinang,2010/8/1,4,100
Pulau Pinang,2010/9/1,4,100
Pulau Pinang,2010/10/1,4,100
Pulau Pinang,2010/11/1,4,100.1
Pulau Pinang,2010/12/1,4,100.5
Pulau Pinang,2011/1/1,4,100.5
Pulau Pinang,2011/2/1,4,100.8
Pulau Pinang,2011/3/1,4,100.8
Pulau Pinang,2011/4/1,4,100.8
Pulau Pinang,2011/5/1,4,101.3
Pulau Pinang,2011/6/1,4,101.6
Pulau Pinang,2011/7/1,4,101.6
Pulau Pinang,2011/8/1,4,102.5
Pulau Pinang,2011/9/1,4,102.5
Pulau Pinang,2011/10/1,4,102.5
Pulau Pinang,2011/11/1,4,102.6
Pulau Pinang,2011/12/1,4,102.6
Pulau Pinang,2012/1/1,4,102.6
Pulau Pinang,2012/2/1,4,102.6
Pulau Pinang,2012/3/1,4,102.6
Pulau Pinang,2012/4/1,4,102.6
Pulau Pinang,2012/5/1,4,102.6
Pulau Pinang,2012/6/1,4,102.6
Pulau Pinang,2012/7/1,4,102.6
Pulau Pinang,2012/8/1,4,103
Pulau Pinang,2012/9/1,4,103
Pulau Pinang,2012/10/1,4,103.1
Pulau Pinang,2012/11/1,4,103.2
Pulau Pinang,2012/12/1,4,103.2
Pulau Pinang,2013/1/1,4,103.2
Pulau Pinang,2013/2/1,4,104
Pulau Pinang,2013/3/1,4,104
Pulau Pinang,2013/4/1,4,104
Pulau Pinang,2013/5/1,4,105.8
Pulau Pinang,2013/6/1,4,105.8
Pulau Pinang,2013/7/1,4,105.8
Pulau Pinang,2013/8/1,4,106
Pulau Pinang,2013/9/1,4,105.9
Pulau Pinang,2013/10/1,4,106
Pulau Pinang,2013/11/1,4,106.4
Pulau Pinang,2013/12/1,4,106.6
Pulau Pinang,2014/1/1,4,107.4
Pulau Pinang,2014/2/1,4,108.3
Pulau Pinang,2014/3/1,4,108.3
Pulau Pinang,2014/4/1,4,108.4
Pulau Pinang,2014/5/1,4,109.3
Pulau Pinang,2014/6/1,4,109.3
Pulau Pinang,2014/7/1,4,109.5
Pulau Pinang,2014/8/1,4,109.6
Pulau Pinang,2014/9/1,4,109.6
Pulau Pinang,2014/10/1,4,109.6
Pulau Pinang,2014/11/1,4,110.3
Pulau Pinang,2014/12/1,4,110.3
Pulau Pinang,2015/1/1,4,110.4
Pulau Pinang,2015/2/1,4,111.6
Pulau Pinang,2015/3/1,4,111.1
Pulau Pinang,2015/4/1,4,111.7
Pulau Pinang,2015/5/1,4,112.2
Pulau Pinang,2015/6/1,4,112.2
Pulau Pinang,2015/7/1,4,112.2
Pulau Pinang,2015/8/1,4,112.5
Pulau Pinang,2015/9/1,4,112.5
Pulau Pinang,2015/10/1,4,112.5
Pulau Pinang,2015/11/1,4,114
Pulau Pinang,2015/12/1,4,114
Pulau Pinang,2016/1/1,4,114.2
Pulau Pinang,2016/2/1,4,114.8
Pulau Pinang,2016/3/1,4,114.8
Pulau Pinang,2016/4/1,4,114.8
Pulau Pinang,2016/5/1,4,115.5
Pulau Pinang,2016/6/1,4,115.5
Pulau Pinang,2016/7/1,4,115.5
Pulau Pinang,2016/8/1,4,115.6
Pulau Pinang,2016/9/1,4,115.6
Pulau Pinang,2016/10/1,4,115.6
Pulau Pinang,2016/11/1,4,116.3
Pulau Pinang,2016/12/1,4,116.3
Pulau Pinang,2017/1/1,4,116.3
Pulau Pinang,2017/2/1,4,117
Pulau Pinang,2017/3/1,4,117
Pulau Pinang,2017/4/1,4,117
Pulau Pinang,2017/5/1,4,118.7
Pulau Pinang,2017/6/1,4,118.7
Pulau Pinang,2017/7/1,4,118.7
Pulau Pinang,2017/8/1,4,118.7
Pulau Pinang,2017/9/1,4,118.7
Pulau Pinang,2017/10/1,4,118.7
Pulau Pinang,2017/11/1,4,119
Pulau Pinang,2017/12/1,4,119
Pulau Pinang,2018/1/1,4,119
Pulau Pinang,2018/2/1,4,119.2
Pulau Pinang,2018/3/1,4,119.2
Pulau Pinang,2018/4/1,4,119.2
Pulau Pinang,2018/5/1,4,119.4
Pulau Pinang,2018/6/1,4,119
Pulau Pinang,2018/7/1,4,119.4
Pulau Pinang,2018/8/1,4,120.5
Pulau Pinang,2018/9/1,4,120.6
Pulau Pinang,2018/10/1,4,120.6
Pulau Pinang,2018/11/1,4,121.6
Pulau Pinang,2018/12/1,4,121.6
Pulau Pinang,2019/1/1,4,121.6
Pulau Pinang,2019/2/1,4,122.2
Pulau Pinang,2019/3/1,4,122.2
Pulau Pinang,2019/4/1,4,122.2
Pulau Pinang,2019/5/1,4,122.4
Pulau Pinang,2019/6/1,4,122.4
Pulau Pinang,2019/7/1,4,122.4
Pulau Pinang,2019/8/1,4,122.9
Pulau Pinang,2019/9/1,4,122.9
Pulau Pinang,2019/10/1,4,123
Pulau Pinang,2019/11/1,4,123.4
Pulau Pinang,2019/12/1,4,123.4
Pulau Pinang,2020/1/1,4,123.4
Pulau Pinang,2020/2/1,4,124.1
Pulau Pinang,2020/3/1,4,124.1
Pulau Pinang,2020/4/1,4,120.3
Pulau Pinang,2020/5/1,4,120.4
Pulau Pinang,2020/6/1,4,120.4
Pulau Pinang,2020/7/1,4,120.4
Pulau Pinang,2020/8/1,4,120.6
Pulau Pinang,2020/9/1,4,120.6
Pulau Pinang,2020/10/1,4,120.6
Pulau Pinang,2020/11/1,4,120.8
Pulau Pinang,2020/12/1,4,120.8
Pulau Pinang,2021/1/1,4,123.9
Pulau Pinang,2021/2/1,4,124.5
Pulau Pinang,2021/3/1,4,124.5
Pulau Pinang,2021/4/1,4,124.5
Pulau Pinang,2021/5/1,4,124.8
Pulau Pinang,2021/6/1,4,124.8
Pulau Pinang,2021/7/1,4,122.1
Pulau Pinang,2021/8/1,4,122.3
Pulau Pinang,2021/9/1,4,122.3
Pulau Pinang,2021/10/1,4,125
Pulau Pinang,2021/11/1,4,125.1
Pulau Pinang,2021/12/1,4,125.1
Pulau Pinang,2022/1/1,4,125.1
Pulau Pinang,2022/2/1,4,125.6
Pulau Pinang,2022/3/1,4,125.6
Pulau Pinang,2022/4/1,4,125.6
Pulau Pinang,2022/5/1,4,125.8
Pulau Pinang,2022/6/1,4,125.8
Pulau Pinang,2022/7/1,4,125.8
Pulau Pinang,2022/8/1,4,126.5
Pulau Pinang,2022/9/1,4,126.5
Pulau Pinang,2022/10/1,4,126.5
Pulau Pinang,2022/11/1,4,126.5
