state,date,division,index
W.P. Putrajaya,2024/1/1,5,139.2
W.P. Putrajaya,2024/2/1,5,139.5
W.P. Putrajaya,2024/3/1,5,138.6
W.P. Putrajaya,2024/4/1,5,137.6
W.P. Putrajaya,2024/5/1,5,137.1
W.P. Putrajaya,2024/6/1,5,136.7
W.P. Putrajaya,2024/7/1,5,137.1
W.P. Putrajaya,2024/8/1,5,137.1
W.P. Putrajaya,2024/9/1,5,137.1
W.P. Putrajaya,2024/10/1,5,137.2
W.P. Putrajaya,2024/11/1,5,136.6
W.P. Putrajaya,2024/12/1,5,136.7
W.P. Putrajaya,2025/1/1,5,135.2
W.P. Putrajaya,2025/2/1,5,135
W.P. Putrajaya,2025/3/1,5,135
W.P. Putrajaya,2025/4/1,5,135.8
W.P. Putrajaya,2025/5/1,5,135.8
W.P. Putrajaya,2025/6/1,5,135.5
W.P. Putrajaya,2025/7/1,5,134.3
W.P. Putrajaya,2025/8/1,5,134.2
W.P. Putrajaya,2025/9/1,5,134.1
W.P. Putrajaya,2025/10/1,5,133.4
W.P. Putrajaya,2025/11/1,5,133.8
W.P. Putrajaya,2025/12/1,5,133.8
W.P. Putrajaya,2026/1/1,5,134.2
W.P. Putrajaya,2026/2/1,5,133.6
W.P. Putrajaya,2026/3/1,5,133.8
Johor,2010/1/1,6,99.2
Johor,2010/2/1,6,99.3
Johor,2010/3/1,6,99.3
Johor,2010/4/1,6,99.4
Johor,2010/5/1,6,99.5
Johor,2010/6/1,6,100
Johor,2010/7/1,6,100.1
Johor,2010/8/1,6,100.3
Johor,2010/9/1,6,100.6
Johor,2010/10/1,6,100.7
Johor,2010/11/1,6,100.8
Johor,2010/12/1,6,100.7
Johor,2011/1/1,6,101
Johor,2011/2/1,6,101.2
Johor,2011/3/1,6,101.3
Johor,2011/4/1,6,101.4
Johor,2011/5/1,6,101.5
Johor,2011/6/1,6,101.6
Johor,2011/7/1,6,102
Johor,2011/8/1,6,102.4
Johor,2011/9/1,6,102.5
Johor,2011/10/1,6,102.7
Johor,2011/11/1,6,102.5
Johor,2011/12/1,6,102.6
Johor,2012/1/1,6,103.2
Johor,2012/2/1,6,103.2
Johor,2012/3/1,6,103.2
Johor,2012/4/1,6,103.7
Johor,2012/5/1,6,103.9
Johor,2012/6/1,6,104.3
Johor,2012/7/1,6,104.3
Johor,2012/8/1,6,104.6
Johor,2012/9/1,6,104.8
Johor,2012/10/1,6,104.9
Johor,2012/11/1,6,105.1
Johor,2012/12/1,6,105.2
Johor,2013/1/1,6,105.4
Johor,2013/2/1,6,105.7
Johor,2013/3/1,6,106
Johor,2013/4/1,6,106.5
Johor,2013/5/1,6,106.6
Johor,2013/6/1,6,106.6
Johor,2013/7/1,6,106.9
Johor,2013/8/1,6,107.4
Johor,2013/9/1,6,107.6
Johor,2013/10/1,6,107.5
Johor,2013/11/1,6,108
Johor,2013/12/1,6,108.2
Johor,2014/1/1,6,108.9
Johor,2014/2/1,6,109.2
Johor,2014/3/1,6,109.3
Johor,2014/4/1,6,109.7
Johor,2014/5/1,6,111
Johor,2014/6/1,6,111.4
Johor,2014/7/1,6,111.8
Johor,2014/8/1,6,111.9
Johor,2014/9/1,6,112.1
Johor,2014/10/1,6,112.3
Johor,2014/11/1,6,112.5
Johor,2014/12/1,6,112.4
Johor,2015/1/1,6,113
Johor,2015/2/1,6,113.2
Johor,2015/3/1,6,113.8
Johor,2015/4/1,6,116.3
Johor,2015/5/1,6,117
Johor,2015/6/1,6,118.1
Johor,2015/7/1,6,119.2
Johor,2015/8/1,6,120.1
Johor,2015/9/1,6,120.2
Johor,2015/10/1,6,120.7
Johor,2015/11/1,6,121.1
Johor,2015/12/1,6,121
Johor,2016/1/1,6,121.2
Johor,2016/2/1,6,122.2
Johor,2016/3/1,6,122.2
Johor,2016/4/1,6,121.8
Johor,2016/5/1,6,122.1
Johor,2016/6/1,6,123
Johor,2016/7/1,6,123.4
Johor,2016/8/1,6,123.7
Johor,2016/9/1,6,124.7
Johor,2016/10/1,6,125.2
Johor,2016/11/1,6,125.4
Johor,2016/12/1,6,125.8
Johor,2017/1/1,6,126.3
Johor,2017/2/1,6,126.5
Johor,2017/3/1,6,126.5
Johor,2017/4/1,6,127.1
Johor,2017/5/1,6,127.5
Johor,2017/6/1,6,127.6
Johor,2017/7/1,6,128
Johor,2017/8/1,6,128.1
Johor,2017/9/1,6,128.1
Johor,2017/10/1,6,128.1
Johor,2017/11/1,6,128.4
Johor,2017/12/1,6,128.6
Johor,2018/1/1,6,129.1
Johor,2018/2/1,6,128.6
Johor,2018/3/1,6,128.8
Johor,2018/4/1,6,129
Johor,2018/5/1,6,129.1
Johor,2018/6/1,6,126.8
Johor,2018/7/1,6,126.1
Johor,2018/8/1,6,126
Johor,2018/9/1,6,126.1
Johor,2018/10/1,6,126.5
Johor,2018/11/1,6,127.2
Johor,2018/12/1,6,127
Johor,2019/1/1,6,127.2
Johor,2019/2/1,6,127.5
Johor,2019/3/1,6,127.9
Johor,2019/4/1,6,128
Johor,2019/5/1,6,128
Johor,2019/6/1,6,128.5
Johor,2019/7/1,6,128.4
Johor,2019/8/1,6,128.7
Johor,2019/9/1,6,128.2
Johor,2019/10/1,6,128.5
Johor,2019/11/1,6,129
Johor,2019/12/1,6,128.3
Johor,2020/1/1,6,128.8
Johor,2020/2/1,6,128.8
Johor,2020/3/1,6,129.8
Johor,2020/4/1,6,129.9
Johor,2020/5/1,6,129.7
Johor,2020/6/1,6,129.9
Johor,2020/7/1,6,129.9
Johor,2020/8/1,6,129.9
Johor,2020/9/1,6,129.9
Johor,2020/10/1,6,129.9
Johor,2020/11/1,6,130
Johor,2020/12/1,6,130
Johor,2021/1/1,6,129.9
Johor,2021/2/1,6,129.8
Johor,2021/3/1,6,129.8
Johor,2021/4/1,6,129.9
Johor,2021/5/1,6,130.2
Johor,2021/6/1,6,130.2
Johor,2021/7/1,6,130.2
Johor,2021/8/1,6,130.2
Johor,2021/9/1,6,130
Johor,2021/10/1,6,130
Johor,2021/11/1,6,129.2
Johor,2021/12/1,6,129.2
Johor,2022/1/1,6,129.6
Johor,2022/2/1,6,129.6
Johor,2022/3/1,6,129.3
Johor,2022/4/1,6,129.3
Johor,2022/5/1,6,129.7
Johor,2022/6/1,6,129.9
Johor,2022/7/1,6,130.6
Johor,2022/8/1,6,130
Johor,2022/9/1,6,130.4
Johor,2022/10/1,6,130.5
Johor,2022/11/1,6,131.6
Johor,2022/12/1,6,131.3
Johor,2023/1/1,6,132.7
Johor,2023/2/1,6,133
Johor,2023/3/1,6,133.1
Johor,2023/4/1,6,133.6
Johor,2023/5/1,6,133.2
Johor,2023/6/1,6,134.5
Johor,2023/7/1,6,134.7
Johor,2023/8/1,6,136.1
Johor,2023/9/1,6,135.5
Johor,2023/10/1,6,135.5
Johor,2023/11/1,6,136.5
Johor,2023/12/1,6,136.6
Johor,2024/1/1,6,136.5
Johor,2024/2/1,6,137.2
Johor,2024/3/1,6,137
Johor,2024/4/1,6,136.8
Johor,2024/5/1,6,135.8
Johor,2024/6/1,6,135.9
Johor,2024/7/1,6,136.8
Johor,2024/8/1,6,136.9
Johor,2024/9/1,6,136.9
Johor,2024/10/1,6,137.2
Johor,2024/11/1,6,137.8
Johor,2024/12/1,6,138.1
Johor,2025/1/1,6,139.5
Johor,2025/2/1,6,140.5
Johor,2025/3/1,6,140.1
Johor,2025/4/1,6,140.2
Johor,2025/5/1,6,140.5
Johor,2025/6/1,6,140
Johor,2025/7/1,6,140.7
Johor,2025/8/1,6,140.5
Johor,2025/9/1,6,140.6
Johor,2025/10/1,6,140.9
Johor,2025/11/1,6,141
Johor,2025/12/1,6,141.3
Johor,2026/1/1,6,141.7
Johor,2026/2/1,6,141.8
Johor,2026/3/1,6,141.9
Kedah,2010/1/1,6,99.8
Kedah,2010/2/1,6,99.5
Kedah,2010/3/1,6,99.4
Kedah,2010/4/1,6,99.6
Kedah,2010/5/1,6,99.7
Kedah,2010/6/1,6,99.8
Kedah,2010/7/1,6,100.1
Kedah,2010/8/1,6,100.2
Kedah,2010/9/1,6,100.2
Kedah,2010/10/1,6,100.4
Kedah,2010/11/1,6,100.6
Kedah,2010/12/1,6,100.7
Kedah,2011/1/1,6,100.9
Kedah,2011/2/1,6,101.2
Kedah,2011/3/1,6,101.4
Kedah,2011/4/1,6,101.5
Kedah,2011/5/1,6,101.6
Kedah,2011/6/1,6,101.7
Kedah,2011/7/1,6,101.7
Kedah,2011/8/1,6,101.7
Kedah,2011/9/1,6,101.7
Kedah,2011/10/1,6,101.7
Kedah,2011/11/1,6,101.9
Kedah,2011/12/1,6,102
Kedah,2012/1/1,6,102.6
Kedah,2012/2/1,6,102.9
Kedah,2012/3/1,6,103.1
Kedah,2012/4/1,6,103.2
Kedah,2012/5/1,6,103.4
Kedah,2012/6/1,6,103.5
Kedah,2012/7/1,6,103.5
Kedah,2012/8/1,6,103.6
Kedah,2012/9/1,6,103.8
Kedah,2012/10/1,6,104
Kedah,2012/11/1,6,104
Kedah,2012/12/1,6,104
Kedah,2013/1/1,6,104.2
Kedah,2013/2/1,6,104.6
Kedah,2013/3/1,6,104.7
Kedah,2013/4/1,6,104.8
Kedah,2013/5/1,6,104.8
Kedah,2013/6/1,6,104.8
Kedah,2013/7/1,6,105
Kedah,2013/8/1,6,105
Kedah,2013/9/1,6,105.2
Kedah,2013/10/1,6,105.3
Kedah,2013/11/1,6,105.3
Kedah,2013/12/1,6,105.4
Kedah,2014/1/1,6,105.7
Kedah,2014/2/1,6,105.8
Kedah,2014/3/1,6,106.1
Kedah,2014/4/1,6,106.5
Kedah,2014/5/1,6,106.6
Kedah,2014/6/1,6,106.9
Kedah,2014/7/1,6,107.4
Kedah,2014/8/1,6,107.7
Kedah,2014/9/1,6,107.9
Kedah,2014/10/1,6,108
Kedah,2014/11/1,6,108.1
Kedah,2014/12/1,6,108.3
Kedah,2015/1/1,6,108.8
Kedah,2015/2/1,6,109.8
Kedah,2015/3/1,6,110.1
Kedah,2015/4/1,6,111.5
Kedah,2015/5/1,6,111.6
Kedah,2015/6/1,6,111.9
Kedah,2015/7/1,6,112
Kedah,2015/8/1,6,112.1
Kedah,2015/9/1,6,112.2
Kedah,2015/10/1,6,112.1
Kedah,2015/11/1,6,112.3
Kedah,2015/12/1,6,112.8
Kedah,2016/1/1,6,113.2
Kedah,2016/2/1,6,113.3
Kedah,2016/3/1,6,113.4
Kedah,2016/4/1,6,113.5
Kedah,2016/5/1,6,113.4
Kedah,2016/6/1,6,113.5
Kedah,2016/7/1,6,113.4
Kedah,2016/8/1,6,113.4
Kedah,2016/9/1,6,113.5
Kedah,2016/10/1,6,113.6
Kedah,2016/11/1,6,113.8
Kedah,2016/12/1,6,113.5
Kedah,2017/1/1,6,114.1
Kedah,2017/2/1,6,114.2
Kedah,2017/3/1,6,114.7
Kedah,2017/4/1,6,115
Kedah,2017/5/1,6,115.5
Kedah,2017/6/1,6,115.7
Kedah,2017/7/1,6,116.1
Kedah,2017/8/1,6,116.1
Kedah,2017/9/1,6,116.3
Kedah,2017/10/1,6,116.2
Kedah,2017/11/1,6,116.5
Kedah,2017/12/1,6,116.7
Kedah,2018/1/1,6,112.7
Kedah,2018/2/1,6,113
Kedah,2018/3/1,6,113.3
Kedah,2018/4/1,6,117.3
Kedah,2018/5/1,6,117.3
Kedah,2018/6/1,6,116.6
Kedah,2018/7/1,6,116.8
Kedah,2018/8/1,6,116.7
Kedah,2018/9/1,6,116.5
Kedah,2018/10/1,6,117
Kedah,2018/11/1,6,117
Kedah,2018/12/1,6,117
Kedah,2019/1/1,6,117.2
Kedah,2019/2/1,6,117.1
Kedah,2019/3/1,6,117.4
Kedah,2019/4/1,6,117.3
Kedah,2019/5/1,6,117.6
Kedah,2019/6/1,6,117.7
Kedah,2019/7/1,6,117.8
Kedah,2019/8/1,6,117.8
Kedah,2019/9/1,6,118
Kedah,2019/10/1,6,118.1
Kedah,2019/11/1,6,118
Kedah,2019/12/1,6,118.2
Kedah,2020/1/1,6,118.2
Kedah,2020/2/1,6,118.3
Kedah,2020/3/1,6,118.4
Kedah,2020/4/1,6,118.4
Kedah,2020/5/1,6,118.4
Kedah,2020/6/1,6,118.8
Kedah,2020/7/1,6,118.8
Kedah,2020/8/1,6,118.8
Kedah,2020/9/1,6,118.9
Kedah,2020/10/1,6,118.9
Kedah,2020/11/1,6,118.9
Kedah,2020/12/1,6,119
Kedah,2021/1/1,6,119
Kedah,2021/2/1,6,119.2
Kedah,2021/3/1,6,119.1
Kedah,2021/4/1,6,119
Kedah,2021/5/1,6,119.4
Kedah,2021/6/1,6,119.4
Kedah,2021/7/1,6,119.5
Kedah,2021/8/1,6,119.5
Kedah,2021/9/1,6,119.5
Kedah,2021/10/1,6,119.5
Kedah,2021/11/1,6,119.1
Kedah,2021/12/1,6,119.5
Kedah,2022/1/1,6,120.1
Kedah,2022/2/1,6,120.2
Kedah,2022/3/1,6,120.3
Kedah,2022/4/1,6,120.2
Kedah,2022/5/1,6,120.3
Kedah,2022/6/1,6,120.2
Kedah,2022/7/1,6,120.5
Kedah,2022/8/1,6,121.3
Kedah,2022/9/1,6,121.3
Kedah,2022/10/1,6,121.7
Kedah,2022/11/1,6,121.3
Kedah,2022/12/1,6,121.2
Kedah,2023/1/1,6,121.8
Kedah,2023/2/1,6,121.8
Kedah,2023/3/1,6,122
Kedah,2023/4/1,6,122
Kedah,2023/5/1,6,122
Kedah,2023/6/1,6,122.1
Kedah,2023/7/1,6,122
Kedah,2023/8/1,6,122.1
Kedah,2023/9/1,6,122.8
Kedah,2023/10/1,6,122.6
Kedah,2023/11/1,6,122.9
Kedah,2023/12/1,6,123
Kedah,2024/1/1,6,123.2
Kedah,2024/2/1,6,123.2
Kedah,2024/3/1,6,123.5
Kedah,2024/4/1,6,123.7
Kedah,2024/5/1,6,123.8
Kedah,2024/6/1,6,123.2
Kedah,2024/7/1,6,123.7
Kedah,2024/8/1,6,123.7
Kedah,2024/9/1,6,123.8
Kedah,2024/10/1,6,124.2
Kedah,2024/11/1,6,124.3
Kedah,2024/12/1,6,124.3
Kedah,2025/1/1,6,124.7
Kedah,2025/2/1,6,124.7
Kedah,2025/3/1,6,124.5
Kedah,2025/4/1,6,124.4
Kedah,2025/5/1,6,124.4
Kedah,2025/6/1,6,124.5
Kedah,2025/7/1,6,125.2
Kedah,2025/8/1,6,125.5
Kedah,2025/9/1,6,125.7
Kedah,2025/10/1,6,126.1
Kedah,2025/11/1,6,126.1
Kedah,2025/12/1,6,126.1
Kedah,2026/1/1,6,126.5
Kedah,2026/2/1,6,127.2
Kedah,2026/3/1,6,127.3
Kelantan,2010/1/1,6,99.4
Kelantan,2010/2/1,6,99.5
Kelantan,2010/3/1,6,99.4
Kelantan,2010/4/1,6,99.6
Kelantan,2010/5/1,6,99.7
Kelantan,2010/6/1,6,100
Kelantan,2010/7/1,6,100.1
Kelantan,2010/8/1,6,100.2
Kelantan,2010/9/1,6,100.3
Kelantan,2010/10/1,6,100.4
Kelantan,2010/11/1,6,100.5
Kelantan,2010/12/1,6,100.8
Kelantan,2011/1/1,6,101.5
Kelantan,2011/2/1,6,101.6
Kelantan,2011/3/1,6,101.9
Kelantan,2011/4/1,6,102.1
Kelantan,2011/5/1,6,102.3
Kelantan,2011/6/1,6,102.4
Kelantan,2011/7/1,6,102.7
Kelantan,2011/8/1,6,102.8
Kelantan,2011/9/1,6,102.9
Kelantan,2011/10/1,6,103.1
Kelantan,2011/11/1,6,103.4
Kelantan,2011/12/1,6,103.7
Kelantan,2012/1/1,6,103.9
Kelantan,2012/2/1,6,104.3
Kelantan,2012/3/1,6,104.9
Kelantan,2012/4/1,6,105
Kelantan,2012/5/1,6,105
Kelantan,2012/6/1,6,105.1
Kelantan,2012/7/1,6,105.1
Kelantan,2012/8/1,6,105.7
Kelantan,2012/9/1,6,105.7
Kelantan,2012/10/1,6,105.8
Kelantan,2012/11/1,6,105.9
Kelantan,2012/12/1,6,106.1
Kelantan,2013/1/1,6,106.5
Kelantan,2013/2/1,6,106.6
Kelantan,2013/3/1,6,106.6
Kelantan,2013/4/1,6,107
Kelantan,2013/5/1,6,107.1
Kelantan,2013/6/1,6,107.2
Kelantan,2013/7/1,6,107.3
Kelantan,2013/8/1,6,107.5
Kelantan,2013/9/1,6,107.5
Kelantan,2013/10/1,6,107.8
Kelantan,2013/11/1,6,107.8
Kelantan,2013/12/1,6,107.9
Kelantan,2014/1/1,6,108.8
Kelantan,2014/2/1,6,109.1
Kelantan,2014/3/1,6,109.4
Kelantan,2014/4/1,6,109.7
Kelantan,2014/5/1,6,109.9
Kelantan,2014/6/1,6,110.2
Kelantan,2014/7/1,6,110.6
Kelantan,2014/8/1,6,110.7
Kelantan,2014/9/1,6,110.9
Kelantan,2014/10/1,6,111
Kelantan,2014/11/1,6,111.1
Kelantan,2014/12/1,6,111.2
Kelantan,2015/1/1,6,111.9
Kelantan,2015/2/1,6,112
Kelantan,2015/3/1,6,112.1
Kelantan,2015/4/1,6,114.4
Kelantan,2015/5/1,6,115
Kelantan,2015/6/1,6,115.1
Kelantan,2015/7/1,6,115.2
Kelantan,2015/8/1,6,115.7
Kelantan,2015/9/1,6,115.9
Kelantan,2015/10/1,6,116
Kelantan,2015/11/1,6,116.1
Kelantan,2015/12/1,6,116.3
Kelantan,2016/1/1,6,116.8589084
Kelantan,2016/2/1,6,116.9329661
Kelantan,2016/3/1,6,117.0064891
Kelantan,2016/4/1,6,117.1654324
Kelantan,2016/5/1,6,117.1707795
Kelantan,2016/6/1,6,117.27692
Kelantan,2016/7/1,6,117.5250267
Kelantan,2016/8/1,6,117.8721889
Kelantan,2016/9/1,6,118.1244395
Kelantan,2016/10/1,6,118.2915372
Kelantan,2016/11/1,6,118.5090316
Kelantan,2016/12/1,6,118.8964309
Kelantan,2017/1/1,6,119.2048264
Kelantan,2017/2/1,6,119.5624155
Kelantan,2017/3/1,6,120.0115741
Kelantan,2017/4/1,6,120.1789392
Kelantan,2017/5/1,6,120.2365545
Kelantan,2017/6/1,6,120.3539239
Kelantan,2017/7/1,6,120.9272695
Kelantan,2017/8/1,6,121.1456997
Kelantan,2017/9/1,6,121.3153372
Kelantan,2017/10/1,6,121.4864453
Kelantan,2017/11/1,6,121.6039484
Kelantan,2017/12/1,6,121.9122102
Kelantan,2018/1/1,6,121.9750412
Kelantan,2018/2/1,6,122.1858499
Kelantan,2018/3/1,6,122.6046715
Kelantan,2018/4/1,6,123.049215
Kelantan,2018/5/1,6,123.1263811
Kelantan,2018/6/1,6,121.9457405
Kelantan,2018/7/1,6,121.9617328
Kelantan,2018/8/1,6,122.1292615
Kelantan,2018/9/1,6,122.230472
Kelantan,2018/10/1,6,122.7019678
Kelantan,2018/11/1,6,122.7602338
Kelantan,2018/12/1,6,122.7109146
Kelantan,2019/1/1,6,123.1
Kelantan,2019/2/1,6,123.4
Kelantan,2019/3/1,6,123.9
Kelantan,2019/4/1,6,124.1
Kelantan,2019/5/1,6,124.1
Kelantan,2019/6/1,6,124.2
Kelantan,2019/7/1,6,124.3
Kelantan,2019/8/1,6,124.6
Kelantan,2019/9/1,6,124.6
Kelantan,2019/10/1,6,124.7
Kelantan,2019/11/1,6,124.8
Kelantan,2019/12/1,6,124.8
Kelantan,2020/1/1,6,125.3
Kelantan,2020/2/1,6,126
Kelantan,2020/3/1,6,126.4
Kelantan,2020/4/1,6,126.4
Kelantan,2020/5/1,6,126.4
Kelantan,2020/6/1,6,126.7
Kelantan,2020/7/1,6,126.4
Kelantan,2020/8/1,6,126.3
Kelantan,2020/9/1,6,126.3
Kelantan,2020/10/1,6,126.4
Kelantan,2020/11/1,6,126.5
Kelantan,2020/12/1,6,126.5
Kelantan,2021/1/1,6,126.7
Kelantan,2021/2/1,6,126.6
Kelantan,2021/3/1,6,126.8
Kelantan,2021/4/1,6,126.9
Kelantan,2021/5/1,6,126.9
Kelantan,2021/6/1,6,126.9
Kelantan,2021/7/1,6,126.9
Kelantan,2021/8/1,6,126.9
Kelantan,2021/9/1,6,127
Kelantan,2021/10/1,6,127.2
Kelantan,2021/11/1,6,127.1
Kelantan,2021/12/1,6,127.4
Kelantan,2022/1/1,6,127.6
Kelantan,2022/2/1,6,128
Kelantan,2022/3/1,6,128.1
Kelantan,2022/4/1,6,128.3
Kelantan,2022/5/1,6,128.4
Kelantan,2022/6/1,6,128.5
Kelantan,2022/7/1,6,128.7
Kelantan,2022/8/1,6,128.6
Kelantan,2022/9/1,6,128.7
Kelantan,2022/10/1,6,128.9
Kelantan,2022/11/1,6,128.9
Kelantan,2022/12/1,6,129
Kelantan,2023/1/1,6,129.2
Kelantan,2023/2/1,6,129.9
Kelantan,2023/3/1,6,130
Kelantan,2023/4/1,6,130.1
Kelantan,2023/5/1,6,130.3
Kelantan,2023/6/1,6,130.5
Kelantan,2023/7/1,6,130.9
Kelantan,2023/8/1,6,131.2
Kelantan,2023/9/1,6,131.1
Kelantan,2023/10/1,6,131
Kelantan,2023/11/1,6,131.2
Kelantan,2023/12/1,6,131.1
Kelantan,2024/1/1,6,131.2
Kelantan,2024/2/1,6,131.4
Kelantan,2024/3/1,6,131.4
Kelantan,2024/4/1,6,131.3
Kelantan,2024/5/1,6,131.3
Kelantan,2024/6/1,6,131.2
Kelantan,2024/7/1,6,131.4
Kelantan,2024/8/1,6,131.5
Kelantan,2024/9/1,6,131.5
Kelantan,2024/10/1,6,131.4
Kelantan,2024/11/1,6,131.7
Kelantan,2024/12/1,6,131.3
Kelantan,2025/1/1,6,131.4
Kelantan,2025/2/1,6,131.5
Kelantan,2025/3/1,6,131.7
Kelantan,2025/4/1,6,132
Kelantan,2025/5/1,6,132
Kelantan,2025/6/1,6,132.1
Kelantan,2025/7/1,6,132.2
Kelantan,2025/8/1,6,132.2
Kelantan,2025/9/1,6,132.1
Kelantan,2025/10/1,6,132.3
Kelantan,2025/11/1,6,132.2
Kelantan,2025/12/1,6,132.2
Kelantan,2026/1/1,6,132.3
Kelantan,2026/2/1,6,132.4
Kelantan,2026/3/1,6,132.8
Melaka,2010/1/1,6,99.2
Melaka,2010/2/1,6,99.3
Melaka,2010/3/1,6,99.2
Melaka,2010/4/1,6,99.4
Melaka,2010/5/1,6,99.6
Melaka,2010/6/1,6,99.8
Melaka,2010/7/1,6,100.1
Melaka,2010/8/1,6,100.2
Melaka,2010/9/1,6,100.2
Melaka,2010/10/1,6,100.7
Melaka,2010/11/1,6,100.9
Melaka,2010/12/1,6,101.2
Melaka,2011/1/1,6,101.3
Melaka,2011/2/1,6,101.4
Melaka,2011/3/1,6,101.9
Melaka,2011/4/1,6,102
Melaka,2011/5/1,6,102.1
Melaka,2011/6/1,6,102.1
Melaka,2011/7/1,6,102.8
Melaka,2011/8/1,6,102.8
Melaka,2011/9/1,6,102.9
Melaka,2011/10/1,6,102.8
Melaka,2011/11/1,6,103
Melaka,2011/12/1,6,102.9
Melaka,2012/1/1,6,102
Melaka,2012/2/1,6,102.3
Melaka,2012/3/1,6,102.6
Melaka,2012/4/1,6,103.2
Melaka,2012/5/1,6,103.4
Melaka,2012/6/1,6,103.5
Melaka,2012/7/1,6,103.9
Melaka,2012/8/1,6,104
Melaka,2012/9/1,6,105.2
Melaka,2012/10/1,6,105
Melaka,2012/11/1,6,105.1
Melaka,2012/12/1,6,105
Melaka,2013/1/1,6,105.2
Melaka,2013/2/1,6,105.2
Melaka,2013/3/1,6,105.3
Melaka,2013/4/1,6,105.9
Melaka,2013/5/1,6,105.9
Melaka,2013/6/1,6,106.1
Melaka,2013/7/1,6,106.1
Melaka,2013/8/1,6,106.5
Melaka,2013/9/1,6,107.9
Melaka,2013/10/1,6,108.3
Melaka,2013/11/1,6,108.2
Melaka,2013/12/1,6,108.5
Melaka,2014/1/1,6,108.5
Melaka,2014/2/1,6,108.6
Melaka,2014/3/1,6,109.1
Melaka,2014/4/1,6,109.2
Melaka,2014/5/1,6,109.6
Melaka,2014/6/1,6,109.5
Melaka,2014/7/1,6,109.8
Melaka,2014/8/1,6,109.8
Melaka,2014/9/1,6,110.1
Melaka,2014/10/1,6,110.1
Melaka,2014/11/1,6,110.1
Melaka,2014/12/1,6,111
Melaka,2015/1/1,6,111.5
Melaka,2015/2/1,6,111.8
Melaka,2015/3/1,6,111.8
Melaka,2015/4/1,6,112.6
Melaka,2015/5/1,6,112.6
Melaka,2015/6/1,6,113.2
Melaka,2015/7/1,6,113.6
Melaka,2015/8/1,6,113.6
Melaka,2015/9/1,6,113.6
Melaka,2015/10/1,6,113.7
Melaka,2015/11/1,6,113.8
Melaka,2015/12/1,6,113.9
Melaka,2016/1/1,6,113.9
Melaka,2016/2/1,6,114.8
Melaka,2016/3/1,6,114.5
Melaka,2016/4/1,6,115
Melaka,2016/5/1,6,114.9
Melaka,2016/6/1,6,115.2
Melaka,2016/7/1,6,114.8
Melaka,2016/8/1,6,115
Melaka,2016/9/1,6,115.2
Melaka,2016/10/1,6,115.5
Melaka,2016/11/1,6,115.8
Melaka,2016/12/1,6,115.8
Melaka,2017/1/1,6,116
Melaka,2017/2/1,6,116.8
Melaka,2017/3/1,6,116.8
Melaka,2017/4/1,6,116.9
Melaka,2017/5/1,6,117
Melaka,2017/6/1,6,117
Melaka,2017/7/1,6,118.1
Melaka,2017/8/1,6,118.1
Melaka,2017/9/1,6,118.4
Melaka,2017/10/1,6,118.4
Melaka,2017/11/1,6,118.9
Melaka,2017/12/1,6,119.1
Melaka,2018/1/1,6,119.2
Melaka,2018/2/1,6,119.4
Melaka,2018/3/1,6,119.7
Melaka,2018/4/1,6,119.9
Melaka,2018/5/1,6,120
Melaka,2018/6/1,6,117.9
Melaka,2018/7/1,6,118
Melaka,2018/8/1,6,118.3
Melaka,2018/9/1,6,118.3
Melaka,2018/10/1,6,118.4
Melaka,2018/11/1,6,118.3
Melaka,2018/12/1,6,118.3
Melaka,2019/1/1,6,118.8
Melaka,2019/2/1,6,119.2
Melaka,2019/3/1,6,119.6
Melaka,2019/4/1,6,119.6
Melaka,2019/5/1,6,119.6
Melaka,2019/6/1,6,119.7
Melaka,2019/7/1,6,119.5
Melaka,2019/8/1,6,119.6
Melaka,2019/9/1,6,119.4
Melaka,2019/10/1,6,119.8
Melaka,2019/11/1,6,120.1
Melaka,2019/12/1,6,120.2
Melaka,2020/1/1,6,120.3
Melaka,2020/2/1,6,120.3
Melaka,2020/3/1,6,120.4
Melaka,2020/4/1,6,120.4
Melaka,2020/5/1,6,120.4
Melaka,2020/6/1,6,120.2
Melaka,2020/7/1,6,120.4
Melaka,2020/8/1,6,120.5
Melaka,2020/9/1,6,120.5
Melaka,2020/10/1,6,120.7
Melaka,2020/11/1,6,120.7
Melaka,2020/12/1,6,120.2
Melaka,2021/1/1,6,120
Melaka,2021/2/1,6,120.6
Melaka,2021/3/1,6,120
Melaka,2021/4/1,6,119.7
Melaka,2021/5/1,6,119.3
Melaka,2021/6/1,6,119.5
Melaka,2021/7/1,6,119.5
Melaka,2021/8/1,6,119
Melaka,2021/9/1,6,119.5
Melaka,2021/10/1,6,118.8
Melaka,2021/11/1,6,119.5
Melaka,2021/12/1,6,119
Melaka,2022/1/1,6,119.8
Melaka,2022/2/1,6,119.8
Melaka,2022/3/1,6,119.8
Melaka,2022/4/1,6,119.5
Melaka,2022/5/1,6,119.7
Melaka,2022/6/1,6,120.3
Melaka,2022/7/1,6,121.2
Melaka,2022/8/1,6,121.1
Melaka,2022/9/1,6,121.1
Melaka,2022/10/1,6,121.1
Melaka,2022/11/1,6,121.6
Melaka,2022/12/1,6,121.6
Melaka,2023/1/1,6,121.8
Melaka,2023/2/1,6,122.2
Melaka,2023/3/1,6,122.1
Melaka,2023/4/1,6,122
Melaka,2023/5/1,6,121.9
Melaka,2023/6/1,6,123
